text,department,category,subcategory,priority
"i am rahul shamram i am fine so the problem is that malaria aur dengue ke case badh rahe hain Rohini Sector 7 me, fogging karo",Public Health Department,Public Health,Vector Disease Control,HIGH
i am reporting an issue that water pipe leak ho gaya hai Railway Station Road market ke paas,Water Department,Water Supply,Water Pipeline Leakage,HIGH
huge pile of uncollected trash dumped openly near Sector 17,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
"hi assistant i am fine, ganda paani aa raha hai tap me Karol Bagh ke andar",Water Department,Water Supply,Contaminated / Dirty Water,HIGH
"good morning sir, stormwater drain is completely clogged with silt near Karol Bagh",Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
bhai listen community waste bin overflowing near Sector 17,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"hi assistant i am fine, big pothole on main road causing accidents and damage to vehicles",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
i am reporting an issue that the road condition near Rohini Sector 7 is extremely bad and damaged,Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
bhai listen frequent voltage fluctuations and power cuts in Dwarka Sector 10 area,Electricity Department,Electricity,Power Outage,HIGH
"hi assistant i am fine, paani sadak par beh raha hai pipe leak hone ki wajah se",Water Department,Water Supply,Water Pipeline Leakage,HIGH
garbage has not been collected from Vasant Kunj for 4 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
in our area severe waterlogging in Model Town after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
"please help me, there is sewage overflowing from the chamber onto the walking path in sector 17",Sanitation Department,Sanitation,Sewage Overflow,HIGH
bhai listen traffic light kharab hai near Sector 17 chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
bhai listen community waste bin overflowing near Sector 17,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"hi assistant i am fine, water comes with very poor low pressure in Vasant Kunj",Water Department,Water Supply,Low Water Pressure,MEDIUM
pothole on road needs urgent repair before an accident happens,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
mosquito se dengue ho raha hai area me fogging ki zaroorat hai,Public Health Department,Public Health,Vector Disease Control,HIGH
"good morning sir, traffic light kharab hai near civil lines chowk",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
streetlight pole broken and light fixture hanging near Karol Bagh,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
"good morning sir, the road condition near Dwarka Sector 10 is extremely bad and damaged",Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
"please help me, streetlights turned off on main road near Civil Lines for 3 nights",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
mosquito se dengue ho raha hai area me fogging ki zaroorat hai,Public Health Department,Public Health,Vector Disease Control,HIGH
"hi assistant i am fine, stormwater drain is completely clogged with silt near Vasant Kunj",Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
i am rahul shamram i am fine so the problem is that sewage ka paani raste pe beh raha hai near Karol Bagh,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"bhai listen paani ki supply bilkul band hai Sector 17 me, please help karo",Water Department,Water Supply,No Water Supply,HIGH
"please help me, kachra 4 din se nahi uthaya gaya hai Karol Bagh se",Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
urgent fogging required near Civil Lines due to mosquito menace and dengue threat,Public Health Department,Public Health,Vector Disease Control,HIGH
in our area big pothole on main road causing accidents and damage to vehicles,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
i am rahul shamram i am fine so the problem is that nuisance and stench from dirty public toilet near Vasant Kunj market,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
i am rahul shamram i am fine so the problem is that urgent fogging required near Connaught Place due to mosquito menace and dengue threat,Public Health Department,Public Health,Vector Disease Control,HIGH
in our area drainage gutter overflow inundating street water in Railway Station Road,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"please help me, bus stop shelter shade damaged and rusted near Rohini Sector 7",Municipal Transport Department,Transport,Bus Stop Damage,LOW
"please help me, bus stop shelter shade damaged and rusted near Lajpat Nagar",Municipal Transport Department,Transport,Bus Stop Damage,LOW
bhai listen open manhole hai road pe near Sector 17,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
hello sir my name is rahul and streetlight pole broken and light fixture hanging near Model Town,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
hello sir my name is rahul and severe waterlogging in Connaught Place after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
i am reporting an issue that live electrical wire fallen on road near rohini sector 7,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
plague and disease spreading in Sector 17 due to mosquitoes and stagnant water,Public Health Department,Public Health,Disease Outbreak,HIGH
hello sir my name is rahul and public toilet is closed and locked since 4 days near Dwarka Sector 10,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
water is coming out of a broken pipe on the road near Dwarka Sector 10,Water Department,Water Supply,Water Pipeline Leakage,HIGH
"hi assistant i am fine, public toilet is closed and locked since 7 days near Vasant Kunj",Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
pipeline phat gayi hai Railway Station Road ke paas road par,Water Department,Water Supply,Water Pipeline Leakage,HIGH
public toilet is closed and locked since 4 days near Sector 17,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
"hi assistant i am fine, pipeline leak hai aur paani road par jama ho raha hai",Water Department,Water Supply,Water Pipeline Leakage,HIGH
broken water pipeline is flooding the street in Lajpat Nagar,Water Department,Water Supply,Water Pipeline Leakage,HIGH
"good morning sir, severe waterlogging in lajpat nagar after light rain due to choked drains",Municipal Drainage Department,Drainage,Waterlogging,HIGH
hello sir my name is rahul and traffic light kharab hai near Railway Station Road chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
bhai listen streetlights turned off on main road near Connaught Place for 3 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am rahul shamram i am fine so the problem is that there is water on road due to broken pipeline near Vasant Kunj,Water Department,Water Supply,Water Pipeline Leakage,HIGH
streetlights turned off on main road near Connaught Place for 4 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
bhai listen streetlights turned off on main road near Dwarka Sector 10 for 7 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
bhai listen water pipe is leaking continuously on the main road,Water Department,Water Supply,Water Pipeline Leakage,HIGH
electricity transformer near Rohini Sector 7 is sparking violently and emitting smoke,Electricity Department,Electricity,Transformer Sparking,CRITICAL
bhai listen frequent voltage fluctuations and power cuts in Sector 17 area,Electricity Department,Electricity,Power Outage,HIGH
"good morning sir, bhai hamare area Model Town me 5 din se paani nahi aa raha hai",Water Department,Water Supply,No Water Supply,HIGH
i am rahul shamram i am fine so the problem is that kachra 4 din se nahi uthaya gaya hai karol bagh se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
frequent voltage fluctuations and power cuts in Civil Lines area,Electricity Department,Electricity,Power Outage,HIGH
street light 1 hafte se band hai model town me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"please help me, the road condition near Connaught Place is extremely bad and damaged",Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
i am reporting an issue that public toilet near Rohini Sector 7 is extremely filthy and not cleaned,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
"hi assistant i am fine, machhar bohot ho gaye hain stagnant water ke wajah se connaught place me",Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
"please help me, pipe leakage near Civil Lines wasting clean drinking water",Water Department,Water Supply,Water Pipeline Leakage,HIGH
community waste bin overflowing near Sector 17,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
bus stop shelter shade damaged and rusted near Rohini Sector 7,Municipal Transport Department,Transport,Bus Stop Damage,LOW
"please help me, water is coming out of a broken pipe on the road near Lajpat Nagar",Water Department,Water Supply,Water Pipeline Leakage,HIGH
open manhole on main road near Dwarka Sector 10 poses severe danger to pedestrians,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
bhai listen street light 1 hafte se band hai Lajpat Nagar me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am reporting an issue that pothole on road needs urgent repair before an accident happens,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
frequent voltage fluctuations and power cuts in Railway Station Road area,Electricity Department,Electricity,Power Outage,HIGH
"good morning sir, bijli 6 ghante se nahi hai Model Town me",Electricity Department,Electricity,Power Outage,HIGH
water has stopped coming in lajpat nagar since monday,Water Department,Water Supply,No Water Supply,HIGH
hello sir my name is rahul and public toilet is closed and locked since 3 days near Connaught Place,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
"hi assistant i am fine, bus stop shelter shade damaged and rusted near Karol Bagh",Municipal Transport Department,Transport,Bus Stop Damage,LOW
"hi assistant i am fine, urgent fogging required near Dwarka Sector 10 due to mosquito menace and dengue threat",Public Health Department,Public Health,Vector Disease Control,HIGH
garbage has not been collected from Civil Lines for 5 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
i am rahul shamram i am fine so the problem is that there is sewage overflowing from the chamber onto the walking path in Karol Bagh,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"hi assistant i am fine, paani sadak par beh raha hai pipe leak hone ki wajah se",Water Department,Water Supply,Water Pipeline Leakage,HIGH
"good morning sir, there is a huge pothole on the main road",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
footpath is broken and paved tiles are missing near Karol Bagh,Public Works Department,Roads / PWD,Broken Footpath,LOW
exposed live electrical wire hanging dangerously near school in Model Town,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
